borocode,ntacode,ntaname,ntacount,decade_built,decade_count,build_rat
BK,BK58,Flatlands,14420,1900s,81,0.561719834
BK,BK58,Flatlands,14420,1910s,583,4.042995839
BK,BK58,Flatlands,14420,1920s,4725,32.76699029
BK,BK58,Flatlands,14420,1930s,2477,17.17753121
BK,BK58,Flatlands,14420,1940s,1967,13.6407767
BK,BK58,Flatlands,14420,1950s,1965,13.62690707
BK,BK58,Flatlands,14420,1960s,1571,10.89459085
BK,BK58,Flatlands,14420,1970s,124,0.859916782
BK,BK58,Flatlands,14420,1980s,65,0.450762829
BK,BK58,Flatlands,14420,1990s,82,0.568654646
BK,BK58,Flatlands,14420,2000s,300,2.080443828
BK,BK58,Flatlands,14420,2010s,78,0.540915395
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,1890s,152,2.4852845
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,1900s,731,11.95225638
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,1910s,905,14.79725311
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,1920s,1000,16.35055592
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,1930s,1537,25.13080445
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,1940s,737,12.05035971
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,1950s,350,5.722694572
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,1960s,104,1.700457816
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,1970s,38,0.621321125
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,1980s,38,0.621321125
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,1990s,35,0.572269457
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,2000s,212,3.466317855
BK,BK60,Prospect Lefferts Gardens-Wingate,6116,2010s,133,2.174623937
BK,BK61,Crown Heights North,17278,1800s,1,0.005787707
BK,BK61,Crown Heights North,17278,1850s,2,0.011575414
BK,BK61,Crown Heights North,17278,1860s,2,0.011575414
BK,BK61,Crown Heights North,17278,1890s,1498,8.669984952
BK,BK61,Crown Heights North,17278,1900s,2265,13.10915615
BK,BK61,Crown Heights North,17278,1910s,2615,15.13485357
BK,BK61,Crown Heights North,17278,1920s,2921,16.90589189
BK,BK61,Crown Heights North,17278,1930s,2403,13.90785971
BK,BK61,Crown Heights North,17278,1940s,1042,6.030790601
BK,BK61,Crown Heights North,17278,1950s,915,5.295751823
BK,BK61,Crown Heights North,17278,1960s,674,3.900914458
BK,BK61,Crown Heights North,17278,1970s,169,0.978122468
BK,BK61,Crown Heights North,17278,1980s,304,1.759462901
BK,BK61,Crown Heights North,17278,1990s,202,1.169116796
BK,BK61,Crown Heights North,17278,2000s,879,5.087394374
BK,BK61,Crown Heights North,17278,2010s,256,1.481652969
BK,BK61,Crown Heights North,17278,2020s,1,0.005787707
BK,BK63,Crown Heights South,4382,1840s,1,0.02282063
BK,BK63,Crown Heights South,4382,1890s,171,3.902327704
BK,BK63,Crown Heights South,4382,1900s,416,9.493382017
BK,BK63,Crown Heights South,4382,1910s,580,13.23596531
BK,BK63,Crown Heights South,4382,1920s,1561,35.62300319
BK,BK63,Crown Heights South,4382,1930s,651,14.85623003
BK,BK63,Crown Heights South,4382,1940s,87,1.985394797
BK,BK63,Crown Heights South,4382,1950s,95,2.167959836
BK,BK63,Crown Heights South,4382,1960s,71,1.620264719
BK,BK63,Crown Heights South,4382,1970s,42,0.958466454
BK,BK63,Crown Heights South,4382,1980s,81,1.848471018
BK,BK63,Crown Heights South,4382,1990s,66,1.50616157
BK,BK63,Crown Heights South,4382,2000s,173,3.947968964
BK,BK63,Crown Heights South,4382,2010s,57,1.300775901
BK,BK64,Prospect Heights,4825,1800s,1,0.020725389
BK,BK64,Prospect Heights,4825,1850s,1,0.020725389
BK,BK64,Prospect Heights,4825,1860s,7,0.14507772
BK,BK64,Prospect Heights,4825,1870s,1,0.020725389
BK,BK64,Prospect Heights,4825,1880s,5,0.103626943
BK,BK64,Prospect Heights,4825,1890s,399,8.269430052
BK,BK64,Prospect Heights,4825,1900s,500,10.3626943
BK,BK64,Prospect Heights,4825,1910s,841,17.43005181
BK,BK64,Prospect Heights,4825,1920s,696,14.42487047
BK,BK64,Prospect Heights,4825,1930s,1063,22.03108808
BK,BK64,Prospect Heights,4825,1940s,182,3.772020725
BK,BK64,Prospect Heights,4825,1950s,112,2.321243523
BK,BK64,Prospect Heights,4825,1960s,49,1.015544041
BK,BK64,Prospect Heights,4825,1970s,56,1.160621762
BK,BK64,Prospect Heights,4825,1980s,59,1.222797927
BK,BK64,Prospect Heights,4825,1990s,56,1.160621762
BK,BK64,Prospect Heights,4825,2000s,258,5.347150259
BK,BK64,Prospect Heights,4825,2010s,159,3.295336788
BK,BK68,Fort Greene,7602,1800s,2,0.026308866
BK,BK68,Fort Greene,7602,1830s,1,0.013154433
BK,BK68,Fort Greene,7602,1840s,2,0.026308866
BK,BK68,Fort Greene,7602,1850s,10,0.13154433
BK,BK68,Fort Greene,7602,1860s,8,0.105235464
BK,BK68,Fort Greene,7602,1870s,1,0.013154433
BK,BK68,Fort Greene,7602,1880s,18,0.236779795
BK,BK68,Fort Greene,7602,1890s,563,7.405945804
BK,BK68,Fort Greene,7602,1900s,886,11.65482768
BK,BK68,Fort Greene,7602,1910s,771,10.14206788
BK,BK68,Fort Greene,7602,1920s,968,12.73349119
BK,BK68,Fort Greene,7602,1930s,1184,15.57484872
BK,BK68,Fort Greene,7602,1940s,522,6.866614049
BK,BK68,Fort Greene,7602,1950s,428,5.630097343
BK,BK68,Fort Greene,7602,1960s,375,4.932912391
BK,BK68,Fort Greene,7602,1970s,204,2.683504341
BK,BK68,Fort Greene,7602,1980s,195,2.565114444
BK,BK68,Fort Greene,7602,1990s,357,4.696132597
BK,BK68,Fort Greene,7602,2000s,324,4.262036306
BK,BK68,Fort Greene,7602,2010s,211,2.775585372
BK,BK69,Clinton Hill,9120,1800s,2,0.021929825
BK,BK69,Clinton Hill,9120,1850s,1,0.010964912
BK,BK69,Clinton Hill,9120,1860s,2,0.021929825
BK,BK69,Clinton Hill,9120,1870s,2,0.021929825
BK,BK69,Clinton Hill,9120,1880s,12,0.131578947
BK,BK69,Clinton Hill,9120,1890s,1058,11.60087719
BK,BK69,Clinton Hill,9120,1900s,1324,14.51754386
BK,BK69,Clinton Hill,9120,1910s,602,6.600877193
BK,BK69,Clinton Hill,9120,1920s,1750,19.18859649
BK,BK69,Clinton Hill,9120,1930s,1448,15.87719298
BK,BK69,Clinton Hill,9120,1940s,270,2.960526316
BK,BK69,Clinton Hill,9120,1950s,400,4.385964912
BK,BK69,Clinton Hill,9120,1960s,289,3.168859649
BK,BK69,Clinton Hill,9120,1970s,167,1.831140351
BK,BK69,Clinton Hill,9120,1980s,192,2.105263158
BK,BK69,Clinton Hill,9120,1990s,332,3.640350877
BK,BK69,Clinton Hill,9120,2000s,552,6.052631579
BK,BK69,Clinton Hill,9120,2010s,231,2.532894737
BK,BK72,Williamsburg,2903,1800s,1,0.034447124
BK,BK72,Williamsburg,2903,1880s,2,0.068894247
BK,BK72,Williamsburg,2903,1890s,468,16.12125388
BK,BK72,Williamsburg,2903,1900s,236,8.129521185
BK,BK72,Williamsburg,2903,1910s,286,9.851877368
BK,BK72,Williamsburg,2903,1920s,300,10.3341371
BK,BK72,Williamsburg,2903,1930s,820,28.24664141
BK,BK72,Williamsburg,2903,1940s,223,7.681708577
BK,BK72,Williamsburg,2903,1950s,94,3.238029625
BK,BK72,Williamsburg,2903,1960s,25,0.861178092
BK,BK72,Williamsburg,2903,1970s,16,0.551153979
BK,BK72,Williamsburg,2903,1980s,66,2.273510162
BK,BK72,Williamsburg,2903,1990s,91,3.134688254
BK,BK72,Williamsburg,2903,2000s,108,3.720289356
BK,BK72,Williamsburg,2903,2010s,56,1.929038925
BK,BK73,North Side-South Side,7673,1800s,2,0.026065424
BK,BK73,North Side-South Side,7673,1860s,1,0.013032712
BK,BK73,North Side-South Side,7673,1880s,10,0.130327121
BK,BK73,North Side-South Side,7673,1890s,414,5.395542812
BK,BK73,North Side-South Side,7673,1900s,555,7.23315522
BK,BK73,North Side-South Side,7673,1910s,1475,19.22325036
BK,BK73,North Side-South Side,7673,1920s,1247,16.251792
BK,BK73,North Side-South Side,7673,1930s,1748,22.78118076
BK,BK73,North Side-South Side,7673,1940s,449,5.851687736
BK,BK73,North Side-South Side,7673,1950s,232,3.023589209
BK,BK73,North Side-South Side,7673,1960s,158,2.059168513
BK,BK73,North Side-South Side,7673,1970s,99,1.290238499
BK,BK73,North Side-South Side,7673,1980s,49,0.638602893
BK,BK73,North Side-South Side,7673,1990s,116,1.511794604
BK,BK73,North Side-South Side,7673,2000s,445,5.799556888
BK,BK73,North Side-South Side,7673,2010s,275,3.58399583
BK,BK75,Bedford,17296,1800s,3,0.017345051
BK,BK75,Bedford,17296,1870s,1,0.005781684
BK,BK75,Bedford,17296,1880s,3,0.017345051
BK,BK75,Bedford,17296,1890s,1748,10.10638298
BK,BK75,Bedford,17296,1900s,1910,11.04301573
BK,BK75,Bedford,17296,1910s,1995,11.53445883
BK,BK75,Bedford,17296,1920s,2286,13.21692877
BK,BK75,Bedford,17296,1930s,2321,13.4192877
BK,BK75,Bedford,17296,1940s,1119,6.469703978
BK,BK75,Bedford,17296,1950s,1012,5.85106383
BK,BK75,Bedford,17296,1960s,736,4.255319149
BK,BK75,Bedford,17296,1970s,857,4.954902868
BK,BK75,Bedford,17296,1980s,300,1.734505088
BK,BK75,Bedford,17296,1990s,640,3.700277521
BK,BK75,Bedford,17296,2000s,988,5.712303423
BK,BK75,Bedford,17296,2010s,440,2.543940796
BK,BK76,Greenpoint,7889,1800s,1,0.012675878
BK,BK76,Greenpoint,7889,1850s,1,0.012675878
BK,BK76,Greenpoint,7889,1860s,3,0.038027633
BK,BK76,Greenpoint,7889,1870s,3,0.038027633
BK,BK76,Greenpoint,7889,1880s,7,0.088731145
BK,BK76,Greenpoint,7889,1890s,728,9.228039042
BK,BK76,Greenpoint,7889,1900s,734,9.304094309
BK,BK76,Greenpoint,7889,1910s,1077,13.6519204
BK,BK76,Greenpoint,7889,1920s,1168,14.80542528
BK,BK76,Greenpoint,7889,1930s,2395,30.35872734
BK,BK76,Greenpoint,7889,1940s,431,5.463303334
BK,BK76,Greenpoint,7889,1950s,204,2.585879072
BK,BK76,Greenpoint,7889,1960s,221,2.801368995
BK,BK76,Greenpoint,7889,1970s,109,1.381670681
BK,BK76,Greenpoint,7889,1980s,51,0.646469768
BK,BK76,Greenpoint,7889,1990s,63,0.798580302
BK,BK76,Greenpoint,7889,2000s,242,3.067562429
BK,BK76,Greenpoint,7889,2010s,162,2.053492204
BK,BK77,Bushwick North,6504,1880s,2,0.030750308
BK,BK77,Bushwick North,6504,1890s,120,1.84501845
BK,BK77,Bushwick North,6504,1900s,616,9.471094711
BK,BK77,Bushwick North,6504,1910s,874,13.43788438
BK,BK77,Bushwick North,6504,1920s,803,12.34624846
BK,BK77,Bushwick North,6504,1930s,2548,39.17589176
BK,BK77,Bushwick North,6504,1940s,130,1.998769988
BK,BK77,Bushwick North,6504,1950s,100,1.537515375
BK,BK77,Bushwick North,6504,1960s,151,2.321648216
BK,BK77,Bushwick North,6504,1970s,90,1.383763838
BK,BK77,Bushwick North,6504,1980s,146,2.244772448
BK,BK77,Bushwick North,6504,1990s,109,1.675891759
BK,BK77,Bushwick North,6504,2000s,365,5.611931119
BK,BK77,Bushwick North,6504,2010s,142,2.183271833
BK,BK78,Bushwick South,13719,1780s,1,0.007289161
BK,BK78,Bushwick South,13719,1800s,4,0.029156644
BK,BK78,Bushwick South,13719,1850s,1,0.007289161
BK,BK78,Bushwick South,13719,1860s,1,0.007289161
BK,BK78,Bushwick South,13719,1870s,1,0.007289161
BK,BK78,Bushwick South,13719,1880s,2,0.014578322
BK,BK78,Bushwick South,13719,1890s,433,3.156206721
BK,BK78,Bushwick South,13719,1900s,1421,10.35789781
BK,BK78,Bushwick South,13719,1910s,2009,14.64392448
BK,BK78,Bushwick South,13719,1920s,2615,19.06115606
BK,BK78,Bushwick South,13719,1930s,2441,17.79284204
BK,BK78,Bushwick South,13719,1940s,257,1.873314382
BK,BK78,Bushwick South,13719,1950s,220,1.603615424
BK,BK78,Bushwick South,13719,1960s,332,2.420001458
BK,BK78,Bushwick South,13719,1970s,214,1.559880458
BK,BK78,Bushwick South,13719,1980s,269,1.960784314
BK,BK78,Bushwick South,13719,1990s,675,4.920183687
BK,BK78,Bushwick South,13719,2000s,1422,10.36518697
BK,BK78,Bushwick South,13719,2010s,513,3.739339602
BK,BK79,Ocean Hill,7368,1800s,1,0.013572204
BK,BK79,Ocean Hill,7368,1880s,1,0.013572204
BK,BK79,Ocean Hill,7368,1890s,647,8.781216069
BK,BK79,Ocean Hill,7368,1900s,892,12.10640608
BK,BK79,Ocean Hill,7368,1910s,1129,15.32301846
BK,BK79,Ocean Hill,7368,1920s,1349,18.30890337
BK,BK79,Ocean Hill,7368,1930s,664,9.01194354
BK,BK79,Ocean Hill,7368,1940s,108,1.465798046
BK,BK79,Ocean Hill,7368,1950s,163,2.212269273
BK,BK79,Ocean Hill,7368,1960s,94,1.275787188
BK,BK79,Ocean Hill,7368,1970s,79,1.072204126
BK,BK79,Ocean Hill,7368,1980s,119,1.615092291
BK,BK79,Ocean Hill,7368,1990s,443,6.012486428
BK,BK79,Ocean Hill,7368,2000s,938,12.73072747
BK,BK79,Ocean Hill,7368,2010s,154,2.090119435
BK,BK81,Brownsville,7962,1890s,58,0.728460186
BK,BK81,Brownsville,7962,1900s,94,1.180607887
BK,BK81,Brownsville,7962,1910s,118,1.482039689
BK,BK81,Brownsville,7962,1920s,402,5.048982668
BK,BK81,Brownsville,7962,1930s,1969,24.72996734
BK,BK81,Brownsville,7962,1940s,277,3.479025371
BK,BK81,Brownsville,7962,1950s,747,9.382064808
BK,BK81,Brownsville,7962,1960s,1423,17.87239387
BK,BK81,Brownsville,7962,1970s,298,3.742778196
BK,BK81,Brownsville,7962,1980s,1370,17.20673198
BK,BK81,Brownsville,7962,1990s,195,2.449133384
BK,BK81,Brownsville,7962,2000s,436,5.476011052
BK,BK81,Brownsville,7962,2010s,78,0.979653353
BK,BK82,East New York,11484,1800s,1,0.008707767
BK,BK82,East New York,11484,1890s,248,2.159526297
BK,BK82,East New York,11484,1900s,1375,11.97318008
BK,BK82,East New York,11484,1910s,1030,8.969000348
BK,BK82,East New York,11484,1920s,1359,11.8338558
BK,BK82,East New York,11484,1930s,1446,12.59143156
BK,BK82,East New York,11484,1940s,50,0.435388366
BK,BK82,East New York,11484,1950s,355,3.091257402
BK,BK82,East New York,11484,1960s,1011,8.803552769
BK,BK82,East New York,11484,1970s,151,1.314872867
BK,BK82,East New York,11484,1980s,407,3.544061303
BK,BK82,East New York,11484,1990s,789,6.870428422
BK,BK82,East New York,11484,2000s,1773,15.43887147
BK,BK82,East New York,11484,2010s,429,3.735632184
BK,BK83,Cypress Hills-City Line,6025,1860s,1,0.01659751
BK,BK83,Cypress Hills-City Line,6025,1880s,1,0.01659751
BK,BK83,Cypress Hills-City Line,6025,1890s,420,6.970954357
BK,BK83,Cypress Hills-City Line,6025,1900s,1014,16.82987552
BK,BK83,Cypress Hills-City Line,6025,1910s,2165,35.93360996
BK,BK83,Cypress Hills-City Line,6025,1920s,1485,24.6473029
BK,BK83,Cypress Hills-City Line,6025,1930s,387,6.423236515
BK,BK83,Cypress Hills-City Line,6025,1940s,31,0.514522822
BK,BK83,Cypress Hills-City Line,6025,1950s,68,1.128630705
BK,BK83,Cypress Hills-City Line,6025,1960s,71,1.178423237
BK,BK83,Cypress Hills-City Line,6025,1970s,18,0.298755187
BK,BK83,Cypress Hills-City Line,6025,1980s,9,0.149377593
BK,BK83,Cypress Hills-City Line,6025,1990s,45,0.746887967
BK,BK83,Cypress Hills-City Line,6025,2000s,129,2.141078838
BK,BK83,Cypress Hills-City Line,6025,2010s,19,0.315352697
BK,BK85,East New York (Pennsylvania Ave),3632,1800s,1,0.02753304
BK,BK85,East New York (Pennsylvania Ave),3632,1890s,109,3.001101322
BK,BK85,East New York (Pennsylvania Ave),3632,1900s,352,9.691629956
BK,BK85,East New York (Pennsylvania Ave),3632,1910s,391,10.7654185
BK,BK85,East New York (Pennsylvania Ave),3632,1920s,402,11.06828194
BK,BK85,East New York (Pennsylvania Ave),3632,1930s,804,22.13656388
BK,BK85,East New York (Pennsylvania Ave),3632,1940s,12,0.330396476
BK,BK85,East New York (Pennsylvania Ave),3632,1950s,22,0.605726872
BK,BK85,East New York (Pennsylvania Ave),3632,1960s,41,1.128854626
BK,BK85,East New York (Pennsylvania Ave),3632,1970s,72,1.982378855
BK,BK85,East New York (Pennsylvania Ave),3632,1980s,13,0.357929515
BK,BK85,East New York (Pennsylvania Ave),3632,1990s,438,12.05947137
BK,BK85,East New York (Pennsylvania Ave),3632,2000s,567,15.61123348
BK,BK85,East New York (Pennsylvania Ave),3632,2010s,44,1.211453744
BK,BK88,Borough Park,27818,1800s,6,0.021568768
BK,BK88,Borough Park,27818,1880s,4,0.014379179
BK,BK88,Borough Park,27818,1890s,650,2.336616579
BK,BK88,Borough Park,27818,1900s,1567,5.633043353
BK,BK88,Borough Park,27818,1910s,3145,11.30562945
BK,BK88,Borough Park,27818,1920s,7623,27.40312028
BK,BK88,Borough Park,27818,1930s,4346,15.62297793
BK,BK88,Borough Park,27818,1940s,1179,4.238262995
BK,BK88,Borough Park,27818,1950s,1213,4.360486016
BK,BK88,Borough Park,27818,1960s,1123,4.03695449
BK,BK88,Borough Park,27818,1970s,659,2.368969732
BK,BK88,Borough Park,27818,1980s,625,2.246746711
BK,BK88,Borough Park,27818,1990s,1638,5.88827378
BK,BK88,Borough Park,27818,2000s,1686,6.060823927
BK,BK88,Borough Park,27818,2010s,637,2.289884248
BK,BK90,East Williamsburg,5508,1800s,1,0.01815541
BK,BK90,East Williamsburg,5508,1880s,5,0.090777052
BK,BK90,East Williamsburg,5508,1890s,232,4.212055192
BK,BK90,East Williamsburg,5508,1900s,308,5.591866376
BK,BK90,East Williamsburg,5508,1910s,671,12.18228032
BK,BK90,East Williamsburg,5508,1920s,1472,26.72476398
BK,BK90,East Williamsburg,5508,1930s,678,12.30936819
BK,BK90,East Williamsburg,5508,1940s,364,6.608569354
BK,BK90,East Williamsburg,5508,1950s,366,6.644880174
BK,BK90,East Williamsburg,5508,1960s,218,3.957879448
BK,BK90,East Williamsburg,5508,1970s,151,2.741466957
BK,BK90,East Williamsburg,5508,1980s,120,2.178649237
BK,BK90,East Williamsburg,5508,1990s,89,1.615831518
BK,BK90,East Williamsburg,5508,2000s,353,6.40885984
BK,BK90,East Williamsburg,5508,2010s,184,3.340595497
BK,BK91,East Flatbush-Farragut,10904,1890s,107,0.981291269
BK,BK91,East Flatbush-Farragut,10904,1900s,103,0.944607483
BK,BK91,East Flatbush-Farragut,10904,1910s,828,7.593543654
BK,BK91,East Flatbush-Farragut,10904,1920s,4024,36.90388848
BK,BK91,East Flatbush-Farragut,10904,1930s,2900,26.59574468
BK,BK91,East Flatbush-Farragut,10904,1940s,1264,11.5920763
BK,BK91,East Flatbush-Farragut,10904,1950s,767,7.034115921
BK,BK91,East Flatbush-Farragut,10904,1960s,220,2.017608217
BK,BK91,East Flatbush-Farragut,10904,1970s,41,0.376008804
BK,BK91,East Flatbush-Farragut,10904,1980s,32,0.293470286
BK,BK91,East Flatbush-Farragut,10904,1990s,72,0.660308144
BK,BK91,East Flatbush-Farragut,10904,2000s,260,2.384446075
BK,BK91,East Flatbush-Farragut,10904,2010s,57,0.522743947
BK,BK93,Starrett City,93,1930s,1,1.075268817
BK,BK93,Starrett City,93,1970s,15,16.12903226
BK,BK93,Starrett City,93,1980s,2,2.150537634
BK,BK93,Starrett City,93,1990s,38,40.86021505
BK,BK93,Starrett City,93,2000s,1,1.075268817
BK,BK93,Starrett City,93,2010s,1,1.075268817
BK,BK95,Erasmus,4688,1870s,1,0.021331058
BK,BK95,Erasmus,4688,1890s,301,6.420648464
BK,BK95,Erasmus,4688,1900s,411,8.767064846
BK,BK95,Erasmus,4688,1910s,688,14.67576792
BK,BK95,Erasmus,4688,1920s,1037,22.12030717
BK,BK95,Erasmus,4688,1930s,935,19.94453925
BK,BK95,Erasmus,4688,1940s,213,4.543515358
BK,BK95,Erasmus,4688,1950s,267,5.695392491
BK,BK95,Erasmus,4688,1960s,196,4.180887372
BK,BK95,Erasmus,4688,1970s,66,1.407849829
BK,BK95,Erasmus,4688,1980s,38,0.810580205
BK,BK95,Erasmus,4688,1990s,68,1.450511945
BK,BK95,Erasmus,4688,2000s,247,5.268771331
BK,BK95,Erasmus,4688,2010s,67,1.429180887
BK,BK96,Rugby-Remsen Village,11127,1890s,10,0.089871484
BK,BK96,Rugby-Remsen Village,11127,1900s,57,0.512267458
BK,BK96,Rugby-Remsen Village,11127,1910s,356,3.199424823
BK,BK96,Rugby-Remsen Village,11127,1920s,2481,22.29711513
BK,BK96,Rugby-Remsen Village,11127,1930s,3048,27.39282826
BK,BK96,Rugby-Remsen Village,11127,1940s,2128,19.12465175
BK,BK96,Rugby-Remsen Village,11127,1950s,1364,12.25847039
BK,BK96,Rugby-Remsen Village,11127,1960s,518,4.65534286
BK,BK96,Rugby-Remsen Village,11127,1970s,131,1.177316437
BK,BK96,Rugby-Remsen Village,11127,1980s,33,0.296575896
BK,BK96,Rugby-Remsen Village,11127,1990s,43,0.38644738
BK,BK96,Rugby-Remsen Village,11127,2000s,214,1.923249753
BK,BK96,Rugby-Remsen Village,11127,2010s,50,0.449357419
BX,BX01,Claremont-Bathgate,5961,1800s,2,0.033551418
BX,BX01,Claremont-Bathgate,5961,1850s,1,0.016775709
BX,BX01,Claremont-Bathgate,5961,1880s,10,0.167757088
BX,BX01,Claremont-Bathgate,5961,1890s,594,9.964771012
BX,BX01,Claremont-Bathgate,5961,1900s,1321,22.16071129
BX,BX01,Claremont-Bathgate,5961,1910s,842,14.12514679
BX,BX01,Claremont-Bathgate,5961,1920s,1047,17.56416709
BX,BX01,Claremont-Bathgate,5961,1930s,790,13.25280993
BX,BX01,Claremont-Bathgate,5961,1940s,175,2.935749035
BX,BX01,Claremont-Bathgate,5961,1950s,100,1.677570877
BX,BX01,Claremont-Bathgate,5961,1960s,109,1.828552256
BX,BX01,Claremont-Bathgate,5961,1970s,31,0.520046972
BX,BX01,Claremont-Bathgate,5961,1980s,66,1.107196779
BX,BX01,Claremont-Bathgate,5961,1990s,243,4.076497232
BX,BX01,Claremont-Bathgate,5961,2000s,201,3.371917464
BX,BX01,Claremont-Bathgate,5961,2010s,87,1.459486663
BX,BX03,Eastchester-Edenwald-Baychester,9679,1890s,24,0.2479595
BX,BX03,Eastchester-Edenwald-Baychester,9679,1900s,125,1.291455729
BX,BX03,Eastchester-Edenwald-Baychester,9679,1910s,464,4.793883666
BX,BX03,Eastchester-Edenwald-Baychester,9679,1920s,2388,24.67197024
BX,BX03,Eastchester-Edenwald-Baychester,9679,1930s,1748,18.05971691
BX,BX03,Eastchester-Edenwald-Baychester,9679,1940s,737,7.614422978
BX,BX03,Eastchester-Edenwald-Baychester,9679,1950s,1425,14.72259531
BX,BX03,Eastchester-Edenwald-Baychester,9679,1960s,864,8.926541998
BX,BX03,Eastchester-Edenwald-Baychester,9679,1970s,385,3.977683645
BX,BX03,Eastchester-Edenwald-Baychester,9679,1980s,179,1.849364604
BX,BX03,Eastchester-Edenwald-Baychester,9679,1990s,333,3.440438062
BX,BX03,Eastchester-Edenwald-Baychester,9679,2000s,428,4.421944416
BX,BX03,Eastchester-Edenwald-Baychester,9679,2010s,123,1.270792437
BX,BX05,Bedford Park-Fordham North,5085,1810s,1,0.019665683
BX,BX05,Bedford Park-Fordham North,5085,1880s,1,0.019665683
BX,BX05,Bedford Park-Fordham North,5085,1890s,138,2.713864307
BX,BX05,Bedford Park-Fordham North,5085,1900s,542,10.65880039
BX,BX05,Bedford Park-Fordham North,5085,1910s,1163,22.87118977
BX,BX05,Bedford Park-Fordham North,5085,1920s,1291,25.38839725
BX,BX05,Bedford Park-Fordham North,5085,1930s,604,11.87807276
BX,BX05,Bedford Park-Fordham North,5085,1940s,59,1.16027532
BX,BX05,Bedford Park-Fordham North,5085,1950s,57,1.120943953
BX,BX05,Bedford Park-Fordham North,5085,1960s,130,2.55653884
BX,BX05,Bedford Park-Fordham North,5085,1970s,75,1.474926254
BX,BX05,Bedford Park-Fordham North,5085,1980s,68,1.33726647
BX,BX05,Bedford Park-Fordham North,5085,1990s,208,4.090462144
BX,BX05,Bedford Park-Fordham North,5085,2000s,433,8.515240905
BX,BX05,Bedford Park-Fordham North,5085,2010s,151,2.969518191
BX,BX06,Belmont,3131,1800s,2,0.063877355
BX,BX06,Belmont,3131,1860s,1,0.031938678
BX,BX06,Belmont,3131,1870s,1,0.031938678
BX,BX06,Belmont,3131,1890s,321,10.25231555
BX,BX06,Belmont,3131,1900s,396,12.64771638
BX,BX06,Belmont,3131,1910s,463,14.78760779
BX,BX06,Belmont,3131,1920s,365,11.65761737
BX,BX06,Belmont,3131,1930s,728,23.25135739
BX,BX06,Belmont,3131,1940s,14,0.447141488
BX,BX06,Belmont,3131,1950s,14,0.447141488
BX,BX06,Belmont,3131,1960s,14,0.447141488
BX,BX06,Belmont,3131,1970s,22,0.70265091
BX,BX06,Belmont,3131,1980s,21,0.670712233
BX,BX06,Belmont,3131,1990s,137,4.37559885
BX,BX06,Belmont,3131,2000s,294,9.389971255
BX,BX06,Belmont,3131,2010s,140,4.471414883
BX,BX07,Bronxdale,5217,1880s,1,0.019168104
BX,BX07,Bronxdale,5217,1890s,9,0.172512938
BX,BX07,Bronxdale,5217,1900s,73,1.399271612
BX,BX07,Bronxdale,5217,1910s,141,2.702702703
BX,BX07,Bronxdale,5217,1920s,1066,20.43319916
BX,BX07,Bronxdale,5217,1930s,927,17.76883266
BX,BX07,Bronxdale,5217,1940s,254,4.868698486
BX,BX07,Bronxdale,5217,1950s,652,12.49760399
BX,BX07,Bronxdale,5217,1960s,564,10.81081081
BX,BX07,Bronxdale,5217,1970s,138,2.64519839
BX,BX07,Bronxdale,5217,1980s,602,11.53919877
BX,BX07,Bronxdale,5217,1990s,233,4.466168296
BX,BX07,Bronxdale,5217,2000s,271,5.194556258
BX,BX07,Bronxdale,5217,2010s,65,1.245926778
BX,BX08,West Farms-Bronx River,6990,1840s,1,0.014306152
BX,BX08,West Farms-Bronx River,6990,1860s,1,0.014306152
BX,BX08,West Farms-Bronx River,6990,1870s,1,0.014306152
BX,BX08,West Farms-Bronx River,6990,1890s,122,1.745350501
BX,BX08,West Farms-Bronx River,6990,1900s,569,8.140200286
BX,BX08,West Farms-Bronx River,6990,1910s,777,11.11587983
BX,BX08,West Farms-Bronx River,6990,1920s,2510,35.90844063
BX,BX08,West Farms-Bronx River,6990,1930s,1217,17.41058655
BX,BX08,West Farms-Bronx River,6990,1940s,101,1.444921316
BX,BX08,West Farms-Bronx River,6990,1950s,326,4.663805436
BX,BX08,West Farms-Bronx River,6990,1960s,464,6.638054363
BX,BX08,West Farms-Bronx River,6990,1970s,167,2.389127325
BX,BX08,West Farms-Bronx River,6990,1980s,145,2.074391989
BX,BX08,West Farms-Bronx River,6990,1990s,116,1.659513591
BX,BX08,West Farms-Bronx River,6990,2000s,202,2.889842632
BX,BX08,West Farms-Bronx River,6990,2010s,69,0.987124464
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1830s,1,0.007718432
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1850s,2,0.015436863
BX,BX09,Soundview-Castle Hill-Clason Point-Harding Park,12956,1860s,1,0.007718432
